,K,mag,filename
959,83.723,0.05194494637122872,IC959K8.3723e+01mag5.1945e-02.bin
962,238.56,0.001045228028753507,IC962K2.3856e+02mag1.0452e-03.bin
963,16.945999999999998,0.0019830188794966517,IC963K1.6946e+01mag1.9830e-03.bin
965,388.62,0.6414677505314509,IC965K3.8862e+02mag6.4147e-01.bin
970,437.95,0.0025727729198279947,IC970K4.3795e+02mag2.5728e-03.bin
971,192.39,0.2062525897333614,IC971K1.9239e+02mag2.0625e-01.bin
972,969.69,0.5207816551199606,IC972K9.6969e+02mag5.2078e-01.bin
973,713.12,0.02027244373326865,IC973K7.1312e+02mag2.0272e-02.bin
975,349.39,0.04647544932255414,IC975K3.4939e+02mag4.6475e-02.bin
976,837.43,0.0025792112342418066,IC976K8.3743e+02mag2.5792e-03.bin
979,42.746,0.02589019127888366,IC979K4.2746e+01mag2.5890e-02.bin
984,28.237,0.07625435056371499,IC984K2.8237e+01mag7.6254e-02.bin
986,201.97,0.052832324032149984,IC986K2.0197e+02mag5.2832e-02.bin
990,914.57,0.006451664057715589,IC990K9.1457e+02mag6.4517e-03.bin
995,53.041000000000004,0.9034963222319344,IC995K5.3041e+01mag9.0350e-01.bin
997,77.84100000000001,0.5309688158886527,IC997K7.7841e+01mag5.3097e-01.bin
